run,target,bcm_used,current_offset_correction,boiling_correction
27802,Dummy,BCM2_I,0.999,1.000
27803,LH2,BCM2_I,0.998,1.009
27804,LH2,BCM2_I,0.998,1.009
27805,LH2,BCM2_I,0.999,1.009
27806,Dummy,BCM2_I,0.999,1.000
27807,LH2,BCM2_I,0.999,1.016
27809,LH2,BCM2_I,0.999,1.018
27810,LH2,BCM2_I,0.999,1.013
27811,LH2,BCM2_I,0.999,1.010
27812,LH2,BCM2_I,0.998,1.007
27813,LH2,BCM2_I,0.996,1.003
27814,LH2,BCM2_I,0.999,1.019
27815,LH2,BCM2_I,0.999,1.016
27816,LH2,BCM2_I,0.999,1.013
27817,LH2,BCM2_I,0.999,1.010
27818,LH2,BCM2_I,0.998,1.006
27819,LH2,BCM2_I,0.998,1.007
27820,LH2,BCM2_I,0.996,1.003
27821,LH2,BCM2_I,0.999,1.020
27822,LH2,BCM2_I,0.999,1.020
27823,LH2,BCM2_I,0.999,1.020
27824,LH2,BCM2_I,0.999,1.020
27825,Dummy,BCM2_I,0.999,1.000
27826,Dummy,BCM2_I,0.999,1.000
27827,Dummy,BCM2_I,0.999,1.000
27828,LH2,BCM2_I,0.999,1.020
27829,LH2,BCM2_I,0.999,1.020
27830,LH2,BCM2_I,0.999,1.020
27831,LH2,BCM2_I,0.999,1.020
27832,LH2,BCM2_I,0.999,1.020
27833,LH2,BCM2_I,0.999,1.020
27834,LH2,BCM2_I,0.999,1.021
27835,LH2,BCM2_I,0.999,1.020
27836,Dummy,BCM2_I,0.999,1.000
27837,Dummy,BCM2_I,0.999,1.000
27838,Dummy,BCM2_I,0.999,1.000
27839,Dummy,BCM2_I,0.999,1.000
27840,Dummy,BCM2_I,0.999,1.000
27841,LH2,BCM2_I,0.999,1.020
27842,Dummy,BCM2_I,0.999,1.000
27843,Dummy,BCM2_I,0.999,1.000
27844,LH2,BCM2_I,0.999,1.017
27845,LH2,BCM2_I,0.999,1.017
27846,LH2,BCM2_I,0.999,1.017
27847,LD2,BCM2_I,0.999,1.006
27848,LD2,BCM2_I,0.999,1.006
27849,LD2,BCM2_I,0.999,1.006
27850,LD2,BCM2_I,0.999,1.006
27852,Dummy,BCM2_I,0.999,1.000
27853,Dummy,BCM2_I,0.999,1.000
27854,Dummy,BCM2_I,0.999,1.000
27855,LH2,BCM2_I,0.999,1.017
27856,LH2,BCM2_I,0.999,1.017
27857,LH2,BCM2_I,0.999,1.017
27858,LH2,BCM2_I,0.999,1.020
27859,Dummy,BCM2_I,0.999,1.000
27860,LH2,BCM2_I,0.999,1.020
27861,LH2,BCM2_I,0.999,1.020
27862,LH2,BCM2_I,0.999,1.021
27863,LH2,BCM2_I,0.999,1.020
27864,LH2,BCM2_I,0.999,1.020
27865,LH2,BCM2_I,0.999,1.020
27867,Dummy,BCM2_I,0.999,1.000
27868,Dummy,BCM2_I,0.999,1.000
27870,Dummy,BCM2_I,0.999,1.000
27871,LH2,BCM2_I,0.999,1.020
27872,LH2,BCM2_I,0.999,1.020
27873,LH2,BCM2_I,0.999,1.020
27874,Dummy,BCM2_I,0.999,1.000
27875,LD2,BCM2_I,0.999,1.011
27876,LD2,BCM2_I,0.999,1.011
27877,LD2,BCM2_I,0.999,1.011
27878,LD2,BCM2_I,0.999,1.011
27879,LD2,BCM2_I,0.999,1.010
27881,Dummy,BCM2_I,0.999,1.000
27883,Dummy,BCM2_I,0.999,1.000
27884,Dummy,BCM2_I,0.999,1.000
27885,Dummy,BCM2_I,0.999,1.000
27886,LH2,BCM2_I,0.999,1.020
27887,LH2,BCM2_I,0.999,1.019
27888,LH2,BCM2_I,0.999,1.018
27891,LH2,BCM2_I,0.999,1.020
27892,LH2,BCM2_I,0.999,1.020
27893,LH2,BCM2_I,0.999,1.019
27894,LH2,BCM2_I,0.999,1.020
27895,LH2,BCM2_I,0.999,1.020
27896,Al,BCM2_I,0.999,1.000
27897,Al,BCM2_I,0.999,1.000
27898,Cu,BCM2_I,0.999,1.000
27899,Cu,BCM2_I,0.999,1.000
27900,Cu,BCM2_I,0.999,1.000
27901,Cu,BCM2_I,0.999,1.000
27902,Cu,BCM2_I,0.999,1.000
27903,Cu,BCM2_I,0.999,1.000
27904,Cu,BCM2_I,0.999,1.000
27905,C,BCM2_I,0.999,1.000
27906,C,BCM2_I,0.999,1.000
27907,C,BCM2_I,0.999,1.000
27908,C,BCM2_I,0.999,1.000
27909,C,BCM2_I,0.999,1.000
27910,C,BCM2_I,0.999,1.000
27911,C,BCM2_I,0.999,1.000
27912,LD2,BCM2_I,0.999,1.011
27913,LD2,BCM2_I,0.999,1.011
27914,Dummy,BCM2_I,0.999,1.000
27915,LH2,BCM2_I,0.999,1.020
27916,LH2,BCM2_I,0.999,1.020
27918,C,BCM2_I,-999,-999
27925,C,BCM2_I,0.999,1.000
27926,C,BCM2_I,0.999,1.000
27927,Cu,BCM2_I,0.999,1.000
27928,Cu,BCM2_I,0.999,1.000
27929,Cu,BCM2_I,0.999,1.000
27931,Cu,BCM2_I,0.999,1.000
27932,LH2,BCM2_I,0.999,1.018
27933,LH2,BCM2_I,0.999,1.019
27934,LH2,BCM2_I,0.999,1.018
27935,LH2,BCM2_I,0.999,1.019
27936,LH2,BCM2_I,0.999,1.018
27937,LH2,BCM2_I,0.999,1.019
27938,LH2,BCM2_I,0.999,1.019
27939,LH2,BCM2_I,0.999,1.019
27940,Dummy,BCM2_I,0.999,1.000
27941,Dummy,BCM2_I,0.999,1.000
27942,Dummy,BCM2_I,0.999,1.000
27943,Dummy,BCM2_I,0.999,1.000
27944,Dummy,BCM2_I,0.999,1.000
27945,Dummy,BCM2_I,0.999,1.000
27946,Dummy,BCM2_I,0.999,1.000
27947,LH2,BCM2_I,0.999,1.020
27948,LH2,BCM2_I,0.999,1.020
27949,LH2,BCM2_I,0.999,1.020
27951,LH2,BCM2_I,0.999,1.022
27952,LH2,BCM2_I,0.999,1.022
27953,LH2,BCM2_I,0.999,1.023
27954,LH2,BCM2_I,0.999,1.023
27956,LD2,BCM2_I,0.999,1.011
27957,LD2,BCM2_I,0.999,1.013
27958,LD2,BCM2_I,0.999,1.014
27959,LD2,BCM2_I,0.999,1.014
27962,LH2,BCM2_I,0.999,1.024
27963,LH2,BCM2_I,0.999,1.024
27964,LH2,BCM2_I,0.999,1.023
27965,LH2,BCM2_I,0.999,1.023
27966,LH2,BCM2_I,0.999,1.023
27967,LH2,BCM2_I,0.999,1.024
27968,LH2,BCM2_I,0.999,1.024
27969,LH2,BCM2_I,0.999,1.024
27970,LH2,BCM2_I,0.999,1.024
27972,Dummy,BCM2_I,0.999,1.000
27973,Dummy,BCM2_I,0.999,1.000
27974,Dummy,BCM2_I,0.999,1.000
27975,Dummy,BCM2_I,0.999,1.000
27976,LH2,BCM2_I,0.999,1.023
27977,LH2,BCM2_I,0.999,1.024
27978,LH2,BCM2_I,0.999,1.022
27979,LH2,BCM2_I,0.999,1.024
27980,LH2,BCM2_I,0.999,1.024
27981,LH2,BCM2_I,0.999,1.024
27982,LH2,BCM2_I,0.999,1.024
27983,Dummy,BCM2_I,0.999,1.000
27984,Dummy,BCM2_I,0.999,1.000
27985,Dummy,BCM2_I,0.999,1.000
27986,Dummy,BCM2_I,0.999,1.000
27987,LD2,BCM2_I,0.999,1.014
27988,LD2,BCM2_I,0.999,1.013
27989,LD2,BCM2_I,0.999,1.013
27990,LD2,BCM2_I,0.999,1.014
27992,LD2,BCM2_I,0.999,1.013
27993,LD2,BCM2_I,0.999,1.014
27994,LD2,BCM2_I,0.999,1.013
27995,LD2,BCM2_I,0.999,1.014
27996,LD2,BCM2_I,0.999,1.011
27997,LD2,BCM2_I,0.999,1.007
27998,LD2,BCM2_I,0.997,1.003
27999,LD2,BCM2_I,0.996,1.002
28000,LH2,BCM2_I,0.999,1.024
28001,LH2,BCM2_I,0.999,1.018
28002,LH2,BCM2_I,0.999,1.012
28003,LH2,BCM2_I,0.997,1.005
28004,LH2,BCM2_I,0.996,1.003
28005,Dummy,BCM2_I,0.999,1.000
28006,C,BCM2_I,0.999,1.000
28007,C,BCM2_I,0.999,1.000
28008,C,BCM2_I,0.997,1.000
28010,C,BCM2_I,0.996,1.000
28012,C,BCM2_I,0.992,1.000
28014,Cu,BCM2_I,0.999,1.000
28015,Cu,BCM2_I,0.999,1.000
28016,Cu,BCM2_I,0.999,1.000
28018,Cu,BCM2_I,0.997,1.000
28019,Cu,BCM2_I,0.996,1.000
28020,Cu,BCM2_I,0.992,1.000
28021,LD2,BCM2_I,0.999,1.013
28022,Dummy,BCM2_I,0.999,1.000
28023,LH2,BCM2_I,0.999,1.024
28024,LH2,BCM2_I,0.999,1.024
28025,LH2,BCM2_I,0.999,1.024
28026,LH2,BCM2_I,0.999,1.022
28027,LH2,BCM2_I,0.999,1.023
28028,LH2,BCM2_I,0.999,1.024
28029,LH2,BCM2_I,0.999,1.024
28030,Dummy,BCM2_I,0.999,1.000
28031,Dummy,BCM2_I,0.999,1.000
28032,C,BCM2_I,0.999,1.000
28033,C,BCM2_I,0.999,1.000
28034,Cu,BCM2_I,0.999,1.000
28035,Cu,BCM2_I,-999,-999
28036,Cu,BCM2_I,0.999,1.000
28037,Cu,BCM2_I,0.999,1.000
28038,Al,BCM2_I,0.999,1.000
28039,LD2,BCM2_I,0.999,1.009
28040,LD2,BCM2_I,0.999,1.009
28042,LD2,BCM2_I,0.998,1.005
28043,LD2,BCM2_I,0.999,1.006
28045,LD2,BCM2_I,0.999,1.005
28048,Dummy,BCM2_I,0.999,1.000
28049,Dummy,BCM2_I,0.999,1.000
28050,LH2,BCM2_I,0.999,1.015
28051,LH2,BCM2_I,0.999,1.017
28052,LH2,BCM2_I,0.999,1.015
28053,LH2,BCM2_I,0.999,1.016
28054,Dummy,BCM2_I,0.999,1.000
28055,Dummy,BCM2_I,0.999,1.000
28056,Dummy,BCM2_I,0.999,1.000
28057,LH2,BCM2_I,0.998,1.009
28058,LH2,BCM2_I,0.999,1.019
28059,Dummy,BCM2_I,0.999,1.000
28060,Dummy,BCM2_I,0.999,1.000
28061,Dummy,BCM2_I,0.999,1.000
28062,LH2,BCM2_I,0.999,1.010
28063,LH2,BCM2_I,0.999,1.009
28064,LH2,BCM2_I,0.999,1.010
28065,LH2,BCM2_I,0.998,1.006
28066,Dummy,BCM2_I,0.999,1.000
28067,Dummy,BCM2_I,0.999,1.000
28068,Dummy,BCM2_I,0.999,1.000
28069,LH2,BCM2_I,0.998,1.008
28073,LH2,BCM2_I,0.998,1.008
28074,LH2,BCM2_I,0.998,1.008
28076,LH2,BCM2_I,0.998,1.006
28077,Dummy,BCM2_I,0.999,1.000
28078,Dummy,BCM2_I,0.999,1.000
28080,LH2,BCM2_I,0.998,1.007
28081,LH2,BCM2_I,0.999,1.014
28082,Dummy,BCM2_I,0.999,1.000
28083,LH2,BCM2_I,0.999,1.023
28084,LH2,BCM2_I,0.999,1.023
28085,LH2,BCM2_I,-999,-999
28086,Dummy,BCM2_I,0.999,1.000
28087,Dummy,BCM2_I,-999,-999
28088,Dummy,BCM2_I,-999,-999
28089,LD2,BCM2_I,-999,-999
28090,LD2,BCM2_I,-999,-999
28091,LH2,BCM2_I,0.999,1.023
28092,LH2,BCM2_I,0.999,1.024
28093,LH2,BCM2_I,0.999,1.023
28094,LH2,BCM2_I,0.999,1.025
28095,Dummy,BCM2_I,0.999,1.000
28098,LH2,BCM2_I,0.999,1.023
28099,LH2,BCM2_I,0.999,1.025
28100,LH2,BCM2_I,0.999,1.025
28101,LH2,BCM2_I,0.999,1.024
28102,LH2,BCM2_I,0.999,1.024
28103,LH2,BCM2_I,0.999,1.024
28104,LH2,BCM2_I,0.999,1.024
28105,LH2,BCM2_I,0.999,1.024
28106,LH2,BCM2_I,0.999,1.024
28108,LH2,BCM2_I,0.999,1.015
28109,Dummy,BCM2_I,0.999,1.000
28110,LH2,BCM2_I,0.999,1.016
28111,LH2,BCM2_I,0.999,1.016
28112,LH2,BCM2_I,0.999,1.016
28113,LH2,BCM2_I,0.999,1.017
28114,LH2,BCM2_I,0.999,1.017
28117,Dummy,BCM2_I,0.999,1.000
28118,Dummy,BCM2_I,0.999,1.000
28119,LD2,BCM2_I,0.999,1.006
28120,LD2,BCM2_I,0.999,1.006
28122,LD2,BCM2_I,0.999,1.006
28123,Dummy,BCM2_I,0.999,1.000
28124,LD2,BCM2_I,0.997,1.003
28125,LD2,BCM2_I,0.997,1.003
28126,LD2,BCM2_I,0.997,1.003
28127,Dummy,BCM2_I,0.999,1.000
28128,Dummy,BCM2_I,0.999,1.000
28129,LH2,BCM2_I,0.999,1.010
28130,LH2,BCM2_I,0.999,1.010
28131,LH2,BCM2_I,0.999,1.011
28132,LH2,BCM2_I,0.999,1.011
28133,LD2,BCM2_I,0.998,1.003
28134,LD2,BCM2_I,0.998,1.003
28135,LD2,BCM2_I,0.997,1.003
28136,LH2,BCM2_I,0.999,1.017
28137,LH2,BCM2_I,0.999,1.017
28138,LH2,BCM2_I,0.999,1.017
28139,LH2,BCM2_I,0.999,1.017
28140,Dummy,BCM2_I,0.999,1.000
28141,Dummy,BCM2_I,0.999,1.000
28142,LH2,BCM2_I,0.999,1.016
28143,LH2,BCM2_I,0.999,1.016
28144,LH2,BCM2_I,0.999,1.015
28145,LH2,BCM2_I,0.999,1.016
28148,LH2,BCM2_I,0.999,1.016
28149,Dummy,BCM2_I,0.999,1.000
28150,Dummy,BCM2_I,0.999,1.000
28152,Dummy,BCM2_I,0.999,1.000
28154,LH2,BCM2_I,0.999,1.016
28155,LH2,BCM2_I,0.999,1.017
28156,LH2,BCM2_I,0.999,1.018
28157,LH2,BCM2_I,0.999,1.021
28158,LH2,BCM2_I,0.999,1.020
28159,LH2,BCM2_I,0.999,1.023
28160,LH2,BCM2_I,0.999,1.024
28161,LH2,BCM2_I,0.999,1.023
28162,LH2,BCM2_I,0.999,1.023
28163,LH2,BCM2_I,0.999,1.023
28164,LH2,BCM2_I,0.999,1.022
28165,Dummy,BCM2_I,0.999,1.000
28166,Dummy,BCM2_I,0.999,1.000
28167,Dummy,BCM2_I,0.999,1.000
28168,Dummy,BCM2_I,0.999,1.000
28169,Dummy,BCM2_I,0.999,1.000
28170,Dummy,BCM2_I,0.999,1.000
28171,Dummy,BCM2_I,0.999,1.000
28172,Dummy,BCM2_I,0.999,1.000
28173,Dummy,BCM2_I,0.999,1.000
28174,Dummy,BCM2_I,0.999,1.000
28175,Dummy,BCM2_I,0.999,1.000
28176,LH2,BCM2_I,0.999,1.022
28177,LH2,BCM2_I,0.999,1.024
28178,LH2,BCM2_I,0.999,1.024
28179,LH2,BCM2_I,0.999,1.024
28180,LH2,BCM2_I,0.999,1.024
28181,LH2,BCM2_I,0.999,1.024
28182,LH2,BCM2_I,0.999,1.022
28183,LH2,BCM2_I,0.999,1.022
28184,Dummy,BCM2_I,0.999,1.000
28185,Dummy,BCM2_I,0.999,1.000
28186,Dummy,BCM2_I,0.999,1.000
28187,LH2,BCM2_I,0.999,1.017
28188,LH2,BCM2_I,0.999,1.017
28189,LH2,BCM2_I,0.999,1.017
28190,LH2,BCM2_I,0.999,1.017
28191,Dummy,BCM2_I,0.999,1.000
28192,Dummy,BCM2_I,0.999,1.000
28193,C,BCM2_I,0.999,1.000
28194,C,BCM2_I,0.999,1.000
28195,C,BCM2_I,0.999,1.000
28196,Cu,BCM2_I,0.999,1.000
28197,Cu,BCM2_I,0.999,1.000
28198,Cu,BCM2_I,0.999,1.000
28199,LD2,BCM2_I,0.998,1.005
28200,LD2,BCM2_I,0.998,1.005
28201,LD2,BCM2_I,0.998,1.005
28202,LD2,BCM2_I,0.998,1.005
28203,LD2,BCM2_I,0.998,1.005
28204,LD2,BCM2_I,0.998,1.005
28205,LD2,BCM2_I,0.998,1.005
28206,Dummy,BCM2_I,0.999,1.000
28207,C,BCM2_I,0.999,1.000
28208,Cu,BCM2_I,0.999,1.000
28209,Cu,BCM2_I,0.999,1.000
28210,LH2,BCM2_I,0.999,1.017
28211,LH2,BCM2_I,0.999,1.013
28212,LH2,BCM2_I,0.999,1.010
28213,LH2,BCM2_I,0.998,1.007
28214,LH2,BCM2_I,0.996,1.003
28215,LH2,BCM2_I,0.999,1.017
28216,LH2,BCM2_I,0.999,1.014
28217,LH2,BCM2_I,0.999,1.010
28218,LH2,BCM2_I,0.998,1.007
28219,LH2,BCM2_I,0.996,1.003
28220,LH2,BCM2_I,0.999,1.023
28221,LH2,BCM2_I,0.999,1.024
28222,LH2,BCM2_I,0.999,1.024
28223,LH2,BCM2_I,0.999,1.024
28224,LH2,BCM2_I,0.999,1.023
28225,LH2,BCM2_I,0.999,1.023
28226,Dummy,BCM2_I,0.999,1.000
28227,Dummy,BCM2_I,0.999,1.000
28228,Dummy,BCM2_I,0.999,1.000
28229,Dummy,BCM2_I,0.999,1.000
28230,C,BCM2_I,0.999,1.000
28231,C,BCM2_I,0.999,1.000
28232,C,BCM2_I,0.999,1.000
28233,Cu,BCM2_I,0.999,1.000
28234,Cu,BCM2_I,0.999,1.000
28235,Cu,BCM2_I,0.999,1.000
28236,Cu,BCM2_I,0.999,1.000
28237,Cu,BCM2_I,0.999,1.000
28239,Al,BCM2_I,0.999,1.000
28240,LD2,BCM2_I,0.999,1.008
28241,LD2,BCM2_I,0.999,1.008
28242,LD2,BCM2_I,0.999,1.009
28243,LD2,BCM2_I,0.999,1.009
28244,LD2,BCM2_I,0.999,1.008
28245,LD2,BCM2_I,0.999,1.009
28246,LD2,BCM2_I,0.999,1.014
28247,LD2,BCM2_I,0.999,1.013
28248,Dummy,BCM2_I,0.999,1.000
28249,Dummy,BCM2_I,0.999,1.000
28250,Dummy,BCM2_I,0.999,1.000
28251,Dummy,BCM2_I,0.999,1.000
28252,C,BCM2_I,0.999,1.000
28253,C,BCM2_I,0.999,1.000
28254,C,BCM2_I,0.999,1.000
28255,C,BCM2_I,0.999,1.000
28256,Cu,BCM2_I,0.999,1.000
28257,Cu,BCM2_I,0.999,1.000
28258,Cu,BCM2_I,0.999,1.000
28259,Cu,BCM2_I,0.999,1.000
28260,LH2,BCM2_I,0.999,1.020
28261,LH2,BCM2_I,0.999,1.020
28262,LH2,BCM2_I,0.999,1.020
28263,LH2,BCM2_I,0.999,1.021
28264,LH2,BCM2_I,0.999,1.020
28265,LH2,BCM2_I,0.999,1.020
28266,LH2,BCM2_I,0.999,1.019
28267,LD2,BCM2_I,0.999,1.014
28268,LH2,BCM2_I,0.999,1.023
28269,Dummy,BCM2_I,0.999,1.000
28270,LD2,BCM2_I,0.999,1.014
28276,LH2,BCM2_I,0.999,1.024
28277,LH2,BCM2_I,0.999,1.024
28278,LH2,BCM2_I,0.999,1.023
28280,Dummy,BCM2_I,0.999,1.000
28281,Dummy,BCM2_I,0.999,1.000
28282,Dummy,BCM2_I,0.999,1.000
28283,Dummy,BCM2_I,0.999,1.000
28284,Dummy,BCM2_I,0.999,1.000
28285,Dummy,BCM2_I,0.999,1.000
28286,Dummy,BCM2_I,0.999,1.000
28287,LH2,BCM2_I,0.999,1.023
28288,LH2,BCM2_I,0.999,1.023
28289,LH2,BCM2_I,0.999,1.024
28290,LH2,BCM2_I,0.999,1.022
28291,LH2,BCM2_I,0.999,1.022
28292,LH2,BCM2_I,0.999,1.023
28293,LH2,BCM2_I,0.999,1.023
28294,LH2,BCM2_I,0.999,1.023
28295,LH2,BCM2_I,0.999,1.023
28296,LH2,BCM2_I,-999,-999
